account_id,city_norm,street_norm,building_norm,unit_norm,postcode_norm,family_token_norm,observed_orders,exact_address_key
ACC-001102,central city,pine street 23,137,3,pc20137,fam x 001102,5,central city|pine street 23|137|3|pc20137
ACC-001103,central city,pie street 23,137,3,,fam x 001103,4,central city|pie street 23|137|3|
ACC-001104,central city,pine street 23,137,3,pc20137,fam x 001104,2,central city|pine street 23|137|3|pc20137
ACC-001105,central city,pine street 23,137,4,pc20137,fam x 001105,2,central city|pine street 23|137|4|pc20137
ACC-001106,central city,pin street 23,137,4,,fam x 001106,2,central city|pin street 23|137|4|
ACC-001107,central city,pine s 23,137,,pc20137,fam x 001107,2,central city|pine s 23|137||pc20137
ACC-001108,south city,elm street 23,138,1,pc30138,fam x 001108,2,south city|elm street 23|138|1|pc30138
ACC-001109,south city,elm street 23,138,1,pc30138,fam 00549,4,south city|elm street 23|138|1|pc30138
ACC-001110,south city,elm street 23,138,1,pc30138,fam 00549,5,south city|elm street 23|138|1|pc30138
ACC-001111,south city,elm street 23,138,2,pc30138,fam x 001111,5,south city|elm street 23|138|2|pc30138
ACC-001112,south city,lm street 23,138,3,,fam x 001112,3,south city|lm street 23|138|3|
ACC-001113,south city,elm street 23,138,3,pc30138,fam x 001113,4,south city|elm street 23|138|3|pc30138
ACC-001114,south city,elm street 23,138,3,pc30138,fam x 001114,5,south city|elm street 23|138|3|pc30138
ACC-001115,south city,elm t 23,138,3,pc30138,fam x 001115,2,south city|elm t 23|138|3|pc30138
ACC-001116,south city,elm street 23,138,4,pc30138,fam x 001116,5,south city|elm street 23|138|4|pc30138
ACC-001117,south city,elm s 23,138,,,fam x 001117,3,south city|elm s 23|138||
ACC-001118,south city,elm street 23,138,4,pc30138,fam x 001118,3,south city|elm street 23|138|4|pc30138
ACC-001119,south city,elm street 23,138,4,pc30138,fam x 001119,3,south city|elm street 23|138|4|pc30138
ACC-001120,north city,cear street 24,139,1,,fam x 001120,5,north city|cear street 24|139|1|
ACC-001121,north city,cedar street 24,139,2,pc10139,fam x 001121,4,north city|cedar street 24|139|2|pc10139
ACC-001122,north city,cedar street 24,139,3,pc10139,fam x 001122,3,north city|cedar street 24|139|3|pc10139
ACC-001123,north city,cedar street 24,139,4,pc10139,fam 00556,3,north city|cedar street 24|139|4|pc10139
ACC-001124,north city,cedar street 24,139,4,pc10139,fam x 001124,4,north city|cedar street 24|139|4|pc10139
ACC-001125,north city,cedar s 24,139,4,,fam 00556,2,north city|cedar s 24|139|4|
ACC-001126,central city,maple street 24,140,1,pc20140,fam x 001126,2,central city|maple street 24|140|1|pc20140
ACC-001127,central city,maple street 24,140,2,pc20140,fam x 001127,4,central city|maple street 24|140|2|pc20140
ACC-001128,central city,maple street 24,140,2,pc20140,fam x 001128,4,central city|maple street 24|140|2|pc20140
ACC-001129,central city,male street 24,140,,,fam x 001129,5,central city|male street 24|140||
ACC-001130,central city,maple street 24,140,3,pc20140,fam x 001130,4,central city|maple street 24|140|3|pc20140
ACC-001131,central city,maple street 24,140,3,pc20140,fam x 001131,3,central city|maple street 24|140|3|pc20140
ACC-001132,central city,maple street 24,140,4,pc20140,fam x 001132,2,central city|maple street 24|140|4|pc20140
ACC-001133,central city,maple street 24,140,4,pc20140,fam x 001133,3,central city|maple street 24|140|4|pc20140
ACC-001134,south city,willow street 24,141,1,pc30141,fam x 001134,2,south city|willow street 24|141|1|pc30141
ACC-001135,south city,willow street 24,141,1,pc30141,fam x 001135,3,south city|willow street 24|141|1|pc30141
ACC-001136,south city,willow s 24,141,2,,fam x 001136,3,south city|willow s 24|141|2|
ACC-001137,south city,willow street 24,141,3,pc30141,fam x 001137,3,south city|willow street 24|141|3|pc30141
ACC-001138,south city,willow street 24,141,4,pc30141,fam 00564,5,south city|willow street 24|141|4|pc30141
ACC-001139,south city,willow street 24,141,4,pc30141,fam 00564,2,south city|willow street 24|141|4|pc30141
ACC-001140,south city,willow street 24,141,4,pc30141,fam 00564,3,south city|willow street 24|141|4|pc30141
ACC-001141,south city,willow street 24,141,4,pc30141,fam 00564,3,south city|willow street 24|141|4|pc30141
ACC-001142,north city,ak street 24,142,1,,fam 00565,2,north city|ak street 24|142|1|
ACC-001143,north city,oak street 24,142,1,pc10142,fam 00565,2,north city|oak street 24|142|1|pc10142
ACC-001144,north city,oak street 24,142,2,pc10142,fam 00566,3,north city|oak street 24|142|2|pc10142
ACC-001145,north city,ok street 24,142,2,,fam 00566,3,north city|ok street 24|142|2|
ACC-001146,north city,ok street 24,142,3,pc10142,fam 00567,4,north city|ok street 24|142|3|pc10142
ACC-001147,north city,oak s 24,142,3,pc10142,fam 00567,2,north city|oak s 24|142|3|pc10142
ACC-001148,north city,ok street 24,142,3,,fam 00567,5,north city|ok street 24|142|3|
ACC-001149,north city,oak street 24,142,4,pc10142,fam x 001149,5,north city|oak street 24|142|4|pc10142
ACC-001150,central city,pin street 24,143,2,,fam x 001150,4,central city|pin street 24|143|2|
ACC-001151,central city,pine street 24,143,1,pc20143,fam x 001151,3,central city|pine street 24|143|1|pc20143
ACC-001152,central city,pine t 24,143,1,,fam x 001152,2,central city|pine t 24|143|1|
ACC-001153,central city,pine street 24,143,2,pc20143,fam x 001153,2,central city|pine street 24|143|2|pc20143
ACC-001154,central city,pine street 24,143,3,pc20143,fam 00571,5,central city|pine street 24|143|3|pc20143
ACC-001155,central city,pine street 24,143,3,pc20143,fam 00571,5,central city|pine street 24|143|3|pc20143
ACC-001156,central city,pine street 24,143,4,pc20143,fam 00572,2,central city|pine street 24|143|4|pc20143
ACC-001157,central city,pine street 24,143,4,pc20143,fam 00572,3,central city|pine street 24|143|4|pc20143
ACC-001158,south city,elm street 24,144,1,pc30144,fam x 001158,4,south city|elm street 24|144|1|pc30144
ACC-001159,south city,elm street 24,144,2,pc30144,fam x 001159,2,south city|elm street 24|144|2|pc30144
ACC-001160,south city,elm street 24,144,3,pc30144,fam x 001160,4,south city|elm street 24|144|3|pc30144
ACC-001161,south city,elm street 24,144,4,pc30144,fam 00576,3,south city|elm street 24|144|4|pc30144
ACC-001162,south city,elm street 24,144,4,pc30144,fam 00576,3,south city|elm street 24|144|4|pc30144
ACC-001163,south city,elm street 24,144,4,pc30144,fam 00576,2,south city|elm street 24|144|4|pc30144
ACC-001164,north city,cedar street 25,145,1,pc10145,fam x 001164,5,north city|cedar street 25|145|1|pc10145
ACC-001165,north city,cedar street 25,145,2,pc10145,fam 00578,3,north city|cedar street 25|145|2|pc10145
ACC-001166,north city,cedar street 25,145,2,pc10145,fam 00578,5,north city|cedar street 25|145|2|pc10145
ACC-001167,north city,cedar s 25,145,2,,fam 00578,4,north city|cedar s 25|145|2|
ACC-001168,north city,cedar street 25,145,2,pc10145,fam x 001168,3,north city|cedar street 25|145|2|pc10145
ACC-001169,north city,cedar street 25,145,3,pc10145,fam x 001169,5,north city|cedar street 25|145|3|pc10145
ACC-001170,north city,cedar street 25,145,3,pc10145,fam x 001170,2,north city|cedar street 25|145|3|pc10145
ACC-001171,north city,cedar street 25,145,3,pc10145,fam x 001171,4,north city|cedar street 25|145|3|pc10145
ACC-001172,north city,cedar s 25,145,4,pc10145,fam x 001172,5,north city|cedar s 25|145|4|pc10145
ACC-001173,central city,maple street 25,146,1,pc20146,fam x 001173,2,central city|maple street 25|146|1|pc20146
ACC-001174,central city,aple street 25,146,2,pc20146,fam x 001174,2,central city|aple street 25|146|2|pc20146
ACC-001175,central city,maple street 25,146,3,pc20146,fam x 001175,2,central city|maple street 25|146|3|pc20146
ACC-001176,central city,maple street 25,146,4,pc20146,fam x 001176,3,central city|maple street 25|146|4|pc20146
ACC-001177,central city,maple street 25,146,4,pc20146,fam x 001177,3,central city|maple street 25|146|4|pc20146
ACC-001178,central city,maple street 25,146,4,pc20146,fam x 001178,2,central city|maple street 25|146|4|pc20146
ACC-001179,south city,willow street 25,147,1,pc30147,fam x 001179,5,south city|willow street 25|147|1|pc30147
ACC-001180,south city,willow street 25,147,2,pc30147,fam x 001180,4,south city|willow street 25|147|2|pc30147
ACC-001181,south city,willow street 25,147,2,pc30147,fam x 001181,5,south city|willow street 25|147|2|pc30147
ACC-001182,south city,willow street 25,147,2,pc30147,fam x 001182,2,south city|willow street 25|147|2|pc30147
ACC-001183,south city,willow street 25,147,3,pc30147,fam 00587,2,south city|willow street 25|147|3|pc30147
ACC-001184,south city,willow street 25,147,3,pc30147,fam 00587,4,south city|willow street 25|147|3|pc30147
ACC-001185,south city,willow street 25,147,3,pc30147,fam 00587,5,south city|willow street 25|147|3|pc30147
ACC-001186,south city,illow street 25,147,3,,fam 00587,2,south city|illow street 25|147|3|
ACC-001187,south city,willow street 25,147,4,pc30147,fam x 001187,2,south city|willow street 25|147|4|pc30147
ACC-001188,north city,oak street 25,148,1,pc10148,fam x 001188,3,north city|oak street 25|148|1|pc10148
ACC-001189,north city,oak street 25,148,1,pc10148,fam x 001189,3,north city|oak street 25|148|1|pc10148
ACC-001190,north city,oak street 25,148,1,pc10148,fam x 001190,4,north city|oak street 25|148|1|pc10148
ACC-001191,north city,oa street 25,148,1,,fam x 001191,2,north city|oa street 25|148|1|
ACC-001192,north city,oak street 25,148,1,pc10148,fam x 001192,4,north city|oak street 25|148|1|pc10148
ACC-001193,north city,ak street 25,148,1,,fam x 001193,5,north city|ak street 25|148|1|
ACC-001194,north city,oak street 25,148,2,pc10148,fam x 001194,2,north city|oak street 25|148|2|pc10148
ACC-001195,north city,oak street 25,148,3,pc10148,fam x 001195,2,north city|oak street 25|148|3|pc10148
ACC-001196,north city,oak street 25,148,4,pc10148,fam x 001196,2,north city|oak street 25|148|4|pc10148
ACC-001197,central city,pine street 25,149,1,pc20149,fam x 001197,3,central city|pine street 25|149|1|pc20149
ACC-001198,central city,pine street 25,149,2,pc20149,fam x 001198,3,central city|pine street 25|149|2|pc20149
ACC-001199,central city,pine street 25,149,3,pc20149,fam x 001199,4,central city|pine street 25|149|3|pc20149
ACC-001200,central city,pine street 25,149,4,pc20149,fam 00596,2,central city|pine street 25|149|4|pc20149
ACC-001201,central city,pine t 25,149,4,pc20149,fam 00596,5,central city|pine t 25|149|4|pc20149
ACC-001202,south city,elm street 25,150,1,pc30150,fam x 001202,2,south city|elm street 25|150|1|pc30150
ACC-001203,south city,elm street 25,150,1,pc30150,fam 00597,2,south city|elm street 25|150|1|pc30150
ACC-001204,south city,elm street 25,150,2,pc30150,fam 00598,5,south city|elm street 25|150|2|pc30150
ACC-001205,south city,elm street 25,150,2,pc30150,fam 00598,3,south city|elm street 25|150|2|pc30150
ACC-001206,south city,elm street 25,150,3,pc30150,fam 00599,5,south city|elm street 25|150|3|pc30150
ACC-001207,south city,elm street 25,150,3,pc30150,fam 00599,5,south city|elm street 25|150|3|pc30150
ACC-001208,south city,elm street 25,150,3,pc30150,fam 00599,3,south city|elm street 25|150|3|pc30150
ACC-001209,south city,elm street 25,150,4,pc30150,fam x 001209,2,south city|elm street 25|150|4|pc30150
ACC-001210,north city,cedar s 26,151,,pc10151,fam x 001210,3,north city|cedar s 26|151||pc10151
ACC-001211,north city,cedar street 26,151,2,pc10151,fam 00602,3,north city|cedar street 26|151|2|pc10151
ACC-001212,north city,cedar street 26,151,2,pc10151,fam x 001212,3,north city|cedar street 26|151|2|pc10151
ACC-001213,north city,cedar street 26,151,3,pc10151,fam x 001213,4,north city|cedar street 26|151|3|pc10151
ACC-001214,north city,cedar street 26,151,4,pc10151,fam x 001214,4,north city|cedar street 26|151|4|pc10151
ACC-001215,north city,cedar street 26,151,4,pc10151,fam x 001215,2,north city|cedar street 26|151|4|pc10151
ACC-001216,central city,maple street 26,152,1,pc20152,fam 00605,2,central city|maple street 26|152|1|pc20152
ACC-001217,central city,mape street 26,152,1,pc20152,fam 00605,3,central city|mape street 26|152|1|pc20152
ACC-001218,central city,maple street 26,152,2,pc20152,fam x 001218,2,central city|maple street 26|152|2|pc20152
ACC-001219,central city,maple street 26,152,3,pc20152,fam 00607,4,central city|maple street 26|152|3|pc20152
ACC-001220,central city,male street 26,152,3,,fam x 001220,4,central city|male street 26|152|3|
ACC-001221,central city,maple s 26,152,4,,fam x 001221,4,central city|maple s 26|152|4|
ACC-001222,south city,willow street 26,153,1,pc30153,fam 00609,4,south city|willow street 26|153|1|pc30153
ACC-001223,south city,illow street 26,153,,,fam 00609,2,south city|illow street 26|153||
ACC-001224,south city,willow street 26,153,1,pc30153,fam 00609,4,south city|willow street 26|153|1|pc30153
ACC-001225,south city,willow street 26,153,1,pc30153,fam 00609,3,south city|willow street 26|153|1|pc30153
ACC-001226,south city,willow street 26,153,2,pc30153,fam x 001226,3,south city|willow street 26|153|2|pc30153
ACC-001227,south city,wilow street 26,153,4,pc30153,fam x 001227,5,south city|wilow street 26|153|4|pc30153
ACC-001228,south city,wllow street 26,153,3,,fam 00611,3,south city|wllow street 26|153|3|
ACC-001229,south city,willow street 26,153,4,pc30153,fam 00612,5,south city|willow street 26|153|4|pc30153
ACC-001230,south city,willow street 26,153,4,pc30153,fam 00612,5,south city|willow street 26|153|4|pc30153
ACC-001231,north city,oak street 26,154,1,pc10154,fam x 001231,2,north city|oak street 26|154|1|pc10154
ACC-001232,north city,oak street 26,154,2,pc10154,fam 00614,4,north city|oak street 26|154|2|pc10154
ACC-001233,north city,oak street 26,154,2,pc10154,fam 00614,3,north city|oak street 26|154|2|pc10154
ACC-001234,north city,oak street 26,154,2,pc10154,fam 00614,2,north city|oak street 26|154|2|pc10154
ACC-001235,north city,oak street 26,154,3,pc10154,fam 00615,3,north city|oak street 26|154|3|pc10154
ACC-001236,north city,oak street 26,154,3,pc10154,fam 00615,3,north city|oak street 26|154|3|pc10154
ACC-001237,north city,oak s 26,154,3,,fam 00615,5,north city|oak s 26|154|3|
ACC-001238,north city,oak street 26,154,3,pc10154,fam 00615,5,north city|oak street 26|154|3|pc10154
ACC-001239,north city,oak street 26,154,4,pc10154,fam x 001239,5,north city|oak street 26|154|4|pc10154
ACC-001240,central city,pine street 26,155,1,pc20155,fam 00617,5,central city|pine street 26|155|1|pc20155
ACC-001241,central city,pine street 26,155,1,pc20155,fam 00617,2,central city|pine street 26|155|1|pc20155
ACC-001242,central city,pine street 26,155,2,pc20155,fam x 001242,4,central city|pine street 26|155|2|pc20155
ACC-001243,central city,pine street 26,155,2,pc20155,fam x 001243,4,central city|pine street 26|155|2|pc20155
ACC-001244,central city,pine street 26,155,2,pc20155,fam x 001244,5,central city|pine street 26|155|2|pc20155
ACC-001245,central city,pine street 26,155,3,pc20155,fam x 001245,5,central city|pine street 26|155|3|pc20155
ACC-001246,central city,ine street 26,155,4,,fam x 001246,4,central city|ine street 26|155|4|
ACC-001247,central city,ine street 26,155,,,fam x 001247,4,central city|ine street 26|155||
ACC-001248,central city,pine street 26,155,4,pc20155,fam x 001248,2,central city|pine street 26|155|4|pc20155
ACC-001249,south city,elm street 26,156,1,pc30156,fam x 001249,4,south city|elm street 26|156|1|pc30156
ACC-001250,south city,elm street 26,156,2,pc30156,fam x 001250,4,south city|elm street 26|156|2|pc30156
ACC-001251,south city,elm street 26,156,3,pc30156,fam 00623,3,south city|elm street 26|156|3|pc30156
ACC-001252,south city,elm street 26,156,3,pc30156,fam 00623,4,south city|elm street 26|156|3|pc30156
ACC-001253,south city,elm street 26,156,3,pc30156,fam 00623,5,south city|elm street 26|156|3|pc30156
ACC-001254,south city,elm street 26,156,3,pc30156,fam 00623,3,south city|elm street 26|156|3|pc30156
ACC-001255,south city,elm street 26,156,4,pc30156,fam 00624,2,south city|elm street 26|156|4|pc30156
ACC-001256,south city,elm t 26,156,4,pc30156,fam x 001256,3,south city|elm t 26|156|4|pc30156
ACC-001257,south city,elm street 26,156,4,pc30156,fam 00624,2,south city|elm street 26|156|4|pc30156
ACC-001258,south city,elm street 26,156,4,pc30156,fam 00624,2,south city|elm street 26|156|4|pc30156
ACC-001259,north city,cedar street 27,157,1,pc10157,fam 00625,3,north city|cedar street 27|157|1|pc10157
ACC-001260,north city,cedar street 27,157,1,pc10157,fam 00625,4,north city|cedar street 27|157|1|pc10157
ACC-001261,north city,cedar street 27,157,2,pc10157,fam x 001261,3,north city|cedar street 27|157|2|pc10157
ACC-001262,north city,cedar t 27,157,2,,fam x 001262,3,north city|cedar t 27|157|2|
ACC-001263,north city,cedar street 27,157,2,pc10157,fam 00626,2,north city|cedar street 27|157|2|pc10157
ACC-001264,north city,cedar street 27,157,3,pc10157,fam x 001264,4,north city|cedar street 27|157|3|pc10157
ACC-001265,north city,cedar s 27,157,5,pc10157,fam x 001265,3,north city|cedar s 27|157|5|pc10157
ACC-001266,north city,cedar street 27,157,4,pc10157,fam x 001266,4,north city|cedar street 27|157|4|pc10157
ACC-001267,north city,cdar street 27,157,,,fam x 001267,3,north city|cdar street 27|157||
ACC-001268,central city,maple street 27,158,1,pc20158,fam x 001268,3,central city|maple street 27|158|1|pc20158
ACC-001269,central city,maple street 27,158,1,pc20158,fam x 001269,2,central city|maple street 27|158|1|pc20158
ACC-001270,central city,maple street 27,158,2,pc20158,fam x 001270,5,central city|maple street 27|158|2|pc20158
ACC-001271,central city,maple street 27,158,3,pc20158,fam x 001271,2,central city|maple street 27|158|3|pc20158
ACC-001272,central city,maple street 27,158,4,pc20158,fam x 001272,5,central city|maple street 27|158|4|pc20158
ACC-001273,central city,maple street 27,158,4,pc20158,fam x 001273,3,central city|maple street 27|158|4|pc20158
ACC-001274,south city,wilow street 27,159,2,,fam x 001274,2,south city|wilow street 27|159|2|
ACC-001275,south city,willow t 27,159,2,,fam x 001275,2,south city|willow t 27|159|2|
ACC-001276,south city,willow street 27,159,3,pc30159,fam x 001276,2,south city|willow street 27|159|3|pc30159
ACC-001277,south city,willo street 27,159,4,,fam x 001277,5,south city|willo street 27|159|4|
ACC-001278,south city,willow street 27,159,4,pc30159,fam x 001278,3,south city|willow street 27|159|4|pc30159
ACC-001279,south city,willow street 27,159,4,pc30159,fam 00636,2,south city|willow street 27|159|4|pc30159
ACC-001280,south city,willow street 27,159,4,pc30159,fam x 001280,5,south city|willow street 27|159|4|pc30159
ACC-001281,north city,ok street 27,160,1,pc10160,fam x 001281,4,north city|ok street 27|160|1|pc10160
ACC-001282,north city,oak street 27,160,2,pc10160,fam x 001282,4,north city|oak street 27|160|2|pc10160
ACC-001283,north city,oak street 27,160,2,pc10160,fam x 001283,2,north city|oak street 27|160|2|pc10160
ACC-001284,north city,oak street 27,160,2,pc10160,fam x 001284,3,north city|oak street 27|160|2|pc10160
ACC-001285,north city,oak s 27,160,2,pc10160,fam x 001285,2,north city|oak s 27|160|2|pc10160
ACC-001286,north city,oak street 27,160,3,pc10160,fam x 001286,3,north city|oak street 27|160|3|pc10160
ACC-001287,north city,oak street 27,160,4,pc10160,fam 00640,5,north city|oak street 27|160|4|pc10160
ACC-001288,north city,oak street 27,160,4,pc10160,fam 00640,3,north city|oak street 27|160|4|pc10160
ACC-001289,central city,pine street 27,161,1,pc20161,fam x 001289,3,central city|pine street 27|161|1|pc20161
ACC-001290,central city,ine street 27,161,3,,fam 00642,3,central city|ine street 27|161|3|
ACC-001291,central city,pine street 27,161,2,pc20161,fam 00642,2,central city|pine street 27|161|2|pc20161
ACC-001292,central city,pine street 27,161,2,pc20161,fam x 001292,2,central city|pine street 27|161|2|pc20161
ACC-001293,central city,pne street 27,161,4,,fam x 001293,2,central city|pne street 27|161|4|
ACC-001294,central city,pine street 27,161,4,pc20161,fam 00644,3,central city|pine street 27|161|4|pc20161
ACC-001295,central city,pine street 27,161,4,pc20161,fam x 001295,4,central city|pine street 27|161|4|pc20161
ACC-001296,central city,pine street 27,161,4,pc20161,fam 00644,3,central city|pine street 27|161|4|pc20161
ACC-001297,central city,pine street 27,161,4,pc20161,fam 00644,3,central city|pine street 27|161|4|pc20161
ACC-001298,south city,elm street 27,162,1,pc30162,fam 00645,3,south city|elm street 27|162|1|pc30162
ACC-001299,south city,elm street 27,162,1,pc30162,fam x 001299,3,south city|elm street 27|162|1|pc30162
ACC-001300,south city,elm street 27,162,2,pc30162,fam x 001300,4,south city|elm street 27|162|2|pc30162
ACC-001301,south city,elm street 27,162,2,pc30162,fam x 001301,3,south city|elm street 27|162|2|pc30162
ACC-001302,south city,elm street 27,162,3,pc30162,fam x 001302,5,south city|elm street 27|162|3|pc30162
ACC-001303,south city,elm street 27,162,4,pc30162,fam 00648,3,south city|elm street 27|162|4|pc30162
ACC-001304,south city,elm street 27,162,4,pc30162,fam 00648,5,south city|elm street 27|162|4|pc30162
ACC-001305,south city,elm street 27,162,4,pc30162,fam x 001305,3,south city|elm street 27|162|4|pc30162
ACC-001306,north city,cedar street 28,163,1,pc10163,fam x 001306,2,north city|cedar street 28|163|1|pc10163
ACC-001307,north city,cedar street 28,163,2,pc10163,fam 00650,5,north city|cedar street 28|163|2|pc10163
ACC-001308,north city,cedar street 28,163,2,pc10163,fam 00650,3,north city|cedar street 28|163|2|pc10163
ACC-001309,north city,cedar street 28,163,3,pc10163,fam x 001309,4,north city|cedar street 28|163|3|pc10163
ACC-001310,north city,cedar street 28,163,3,pc10163,fam 00651,3,north city|cedar street 28|163|3|pc10163
ACC-001311,north city,cedar street 28,163,4,pc10163,fam x 001311,4,north city|cedar street 28|163|4|pc10163
ACC-001312,central city,maple street 28,164,1,pc20164,fam x 001312,4,central city|maple street 28|164|1|pc20164
ACC-001313,central city,maple street 28,164,1,pc20164,fam x 001313,5,central city|maple street 28|164|1|pc20164
ACC-001314,central city,maple street 28,164,2,pc20164,fam x 001314,2,central city|maple street 28|164|2|pc20164
ACC-001315,central city,maple street 28,164,3,pc20164,fam x 001315,2,central city|maple street 28|164|3|pc20164
ACC-001316,central city,mape street 28,164,4,pc20164,fam 00656,2,central city|mape street 28|164|4|pc20164
ACC-001317,central city,male street 28,164,5,,fam 00656,4,central city|male street 28|164|5|
ACC-001318,central city,maple street 28,164,4,pc20164,fam 00656,2,central city|maple street 28|164|4|pc20164
ACC-001319,south city,willow street 28,165,1,pc30165,fam 00657,3,south city|willow street 28|165|1|pc30165
ACC-001320,south city,willow street 28,165,1,pc30165,fam 00657,3,south city|willow street 28|165|1|pc30165
ACC-001321,south city,willow street 28,165,2,pc30165,fam x 001321,3,south city|willow street 28|165|2|pc30165
ACC-001322,south city,willow street 28,165,3,pc30165,fam x 001322,5,south city|willow street 28|165|3|pc30165
ACC-001323,south city,willow street 28,165,3,pc30165,fam 00659,3,south city|willow street 28|165|3|pc30165
ACC-001324,south city,willow street 28,165,4,pc30165,fam 00660,5,south city|willow street 28|165|4|pc30165
ACC-001325,south city,willow street 28,165,4,pc30165,fam 00660,3,south city|willow street 28|165|4|pc30165
ACC-001326,north city,oak street 28,166,1,pc10166,fam 00661,4,north city|oak street 28|166|1|pc10166
ACC-001327,north city,oak street 28,166,1,pc10166,fam 00661,4,north city|oak street 28|166|1|pc10166
ACC-001328,north city,oak street 28,166,2,pc10166,fam 00662,4,north city|oak street 28|166|2|pc10166
ACC-001329,north city,oak street 28,166,2,pc10166,fam 00662,2,north city|oak street 28|166|2|pc10166
ACC-001330,north city,oak street 28,166,2,pc10166,fam x 001330,5,north city|oak street 28|166|2|pc10166
ACC-001331,north city,oak street 28,166,3,pc10166,fam x 001331,2,north city|oak street 28|166|3|pc10166
ACC-001332,north city,oak street 28,166,4,pc10166,fam 00664,2,north city|oak street 28|166|4|pc10166
ACC-001333,north city,oak street 28,166,4,pc10166,fam x 001333,5,north city|oak street 28|166|4|pc10166
ACC-001334,central city,pin street 28,167,1,pc20167,fam 00665,4,central city|pin street 28|167|1|pc20167
ACC-001335,central city,pine street 28,167,1,pc20167,fam 00665,5,central city|pine street 28|167|1|pc20167
ACC-001336,central city,pine s 28,167,2,,fam x 001336,3,central city|pine s 28|167|2|
ACC-001337,central city,pine street 28,167,2,pc20167,fam x 001337,2,central city|pine street 28|167|2|pc20167
ACC-001338,central city,pne street 28,167,2,,fam x 001338,4,central city|pne street 28|167|2|
ACC-001339,central city,pine street 28,167,2,pc20167,fam x 001339,2,central city|pine street 28|167|2|pc20167
ACC-001340,central city,pine street 28,167,3,pc20167,fam x 001340,2,central city|pine street 28|167|3|pc20167
ACC-001341,central city,pine street 28,167,4,pc20167,fam 00668,2,central city|pine street 28|167|4|pc20167
ACC-001342,central city,pine street 28,167,4,pc20167,fam 00668,3,central city|pine street 28|167|4|pc20167
ACC-001343,central city,pine street 28,167,4,pc20167,fam 00668,3,central city|pine street 28|167|4|pc20167
ACC-001344,central city,pine street 28,167,4,pc20167,fam 00668,5,central city|pine street 28|167|4|pc20167
ACC-001345,south city,elm street 28,168,1,pc30168,fam x 001345,5,south city|elm street 28|168|1|pc30168
ACC-001346,south city,elm street 28,168,2,pc30168,fam x 001346,4,south city|elm street 28|168|2|pc30168
ACC-001347,south city,elm street 28,168,2,pc30168,fam x 001347,4,south city|elm street 28|168|2|pc30168
ACC-001348,south city,elm street 28,168,2,pc30168,fam x 001348,2,south city|elm street 28|168|2|pc30168
ACC-001349,south city,lm street 28,168,,,fam x 001349,4,south city|lm street 28|168||
ACC-001350,south city,elm street 28,168,3,pc30168,fam 00671,4,south city|elm street 28|168|3|pc30168
ACC-001351,south city,el street 28,168,3,,fam 00671,4,south city|el street 28|168|3|
ACC-001352,south city,elm street 28,168,4,pc30168,fam 00672,4,south city|elm street 28|168|4|pc30168
ACC-001353,south city,elm street 28,168,4,pc30168,fam 00672,5,south city|elm street 28|168|4|pc30168
ACC-001354,south city,em street 28,168,5,pc30168,fam 00672,3,south city|em street 28|168|5|pc30168
ACC-001355,south city,elm street 28,168,4,pc30168,fam 00672,2,south city|elm street 28|168|4|pc30168
ACC-001356,north city,cedar street 29,169,1,pc10169,fam 00673,5,north city|cedar street 29|169|1|pc10169
ACC-001357,north city,cedar street 29,169,1,pc10169,fam 00673,4,north city|cedar street 29|169|1|pc10169
ACC-001358,north city,cedar street 29,169,2,pc10169,fam x 001358,4,north city|cedar street 29|169|2|pc10169
ACC-001359,north city,cedar street 29,169,2,pc10169,fam x 001359,4,north city|cedar street 29|169|2|pc10169
ACC-001360,north city,cedar street 29,169,2,pc10169,fam x 001360,2,north city|cedar street 29|169|2|pc10169
ACC-001361,north city,cedar street 29,169,3,pc10169,fam x 001361,5,north city|cedar street 29|169|3|pc10169
ACC-001362,north city,cedar street 29,169,4,pc10169,fam 00676,2,north city|cedar street 29|169|4|pc10169
ACC-001363,north city,cedar street 29,169,4,pc10169,fam 00676,4,north city|cedar street 29|169|4|pc10169
ACC-001364,central city,mape street 29,170,2,pc20170,fam x 001364,2,central city|mape street 29|170|2|pc20170
ACC-001365,central city,maple street 29,170,2,pc20170,fam x 001365,5,central city|maple street 29|170|2|pc20170
ACC-001366,central city,maple street 29,170,2,pc20170,fam x 001366,4,central city|maple street 29|170|2|pc20170
ACC-001367,central city,maple street 29,170,2,pc20170,fam x 001367,5,central city|maple street 29|170|2|pc20170
ACC-001368,central city,maple street 29,170,2,pc20170,fam x 001368,5,central city|maple street 29|170|2|pc20170
ACC-001369,central city,maple street 29,170,2,pc20170,fam x 001369,5,central city|maple street 29|170|2|pc20170
ACC-001370,central city,mple street 29,170,2,pc20170,fam x 001370,4,central city|mple street 29|170|2|pc20170
ACC-001371,central city,maple street 29,170,3,pc20170,fam x 001371,4,central city|maple street 29|170|3|pc20170
ACC-001372,central city,maple street 29,170,4,pc20170,fam x 001372,5,central city|maple street 29|170|4|pc20170
ACC-001373,south city,willow street 29,171,1,pc30171,fam x 001373,3,south city|willow street 29|171|1|pc30171
ACC-001374,south city,willow street 29,171,2,pc30171,fam x 001374,5,south city|willow street 29|171|2|pc30171
ACC-001375,south city,willow street 29,171,2,pc30171,fam x 001375,4,south city|willow street 29|171|2|pc30171
